,id_student,code_module,code_presentation,total_click,active_days,last_login_day,avg_click_per_day,days_since_last_login,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,late_registration,active_duration,withdrew,score_mean,score_min,score_max,score_std,id_assessment_count,is_banked_mean
15951,602865,BBB,2014J,247,8,9,30.875,5,F,London Region,A Level or Equivalent,2.0,0-35,0,60,N,Pass,-157.0,,0,0,0,52.59375,1.0,72.0,29.578125,5.0,0.0
15952,602891,CCC,2014B,63,9,11,7.0,3,F,East Anglian Region,A Level or Equivalent,8.0,0-35,0,210,Y,Withdrawn,-41.0,-1.0,0,40,1,,,,,,
15953,602895,FFF,2013J,199,4,9,49.75,5,F,Scotland,HE Qualification,6.0,0-35,0,90,N,Fail,-49.0,,0,0,0,63.09375,51.0,78.0,9.1796875,12.0,0.0
15954,602898,BBB,2014B,101,5,11,20.203125,3,F,London Region,Lower Than A Level,6.0,0-35,0,60,N,Withdrawn,-154.0,38.0,0,192,1,49.0,49.0,49.0,,1.0,0.0
15955,602902,CCC,2014B,130,4,14,32.5,0,F,Yorkshire Region,Lower Than A Level,9.0,0-35,0,90,N,Pass,-24.0,,1,0,0,81.4375,44.0,99.0,13.796875,16.0,0.0
15956,602902,DDD,2013J,385,11,14,35.0,0,F,Yorkshire Region,Lower Than A Level,9.0,0-35,0,90,N,Pass,-60.0,,0,0,0,81.4375,44.0,99.0,13.796875,16.0,0.0
15957,602913,CCC,2014B,56,4,13,14.0,1,F,Yorkshire Region,A Level or Equivalent,4.0,35-55,0,90,N,Pass,-25.0,,1,0,0,66.875,39.0,94.0,20.890625,9.0,0.0
15958,602929,BBB,2014B,32,6,11,5.3320312,3,F,South Region,Lower Than A Level,7.0,0-35,0,60,N,Fail,-128.0,,0,0,0,64.625,49.0,80.0,11.671875,5.0,0.0
15959,602943,BBB,2014J,48,3,9,16.0,5,M,East Anglian Region,Lower Than A Level,6.0,0-35,1,60,N,Distinction,-53.0,,0,0,0,87.1875,72.0,100.0,11.8828125,5.0,0.0
15960,602944,EEE,2013J,11,5,12,2.1992188,2,M,North Western Region,A Level or Equivalent,8.0,0-35,0,60,Y,Fail,-51.0,,0,0,0,,,,,,
15961,602948,FFF,2013J,386,12,14,32.15625,0,M,South Region,A Level or Equivalent,8.0,35-55,0,90,N,Pass,-49.0,,0,0,0,82.5625,72.0,97.0,6.4179688,12.0,0.0
15962,602973,CCC,2014J,285,14,13,20.359375,1,F,Scotland,Lower Than A Level,3.0,0-35,0,60,N,Pass,-101.0,,0,0,0,81.3125,66.0,94.0,10.78125,9.0,0.0
15963,602986,DDD,2013J,9,3,10,3.0,4,M,Scotland,A Level or Equivalent,10.0,35-55,0,120,N,Fail,-39.0,,0,0,0,,,,,,
15964,602991,BBB,2014B,849,16,14,53.0625,0,F,North Western Region,A Level or Equivalent,9.0,35-55,0,60,N,Pass,-107.0,,0,0,0,89.125,78.0,100.0,8.6953125,9.0,0.0
15965,602994,FFF,2013J,299,13,14,23.0,0,M,London Region,A Level or Equivalent,2.0,0-35,0,120,N,Withdrawn,-32.0,137.0,0,169,1,67.0,54.0,77.0,11.7890625,3.0,0.0
15966,602997,GGG,2013J,56,4,4,14.0,10,F,East Anglian Region,No Formal quals,3.0,0-35,0,60,N,Withdrawn,-24.0,51.0,1,75,1,,,,,,
15967,603012,BBB,2013J,68,3,11,22.671875,3,F,East Anglian Region,Lower Than A Level,3.0,0-35,0,60,N,Pass,-31.0,,0,0,0,85.0625,60.0,100.0,12.203125,11.0,0.0
15968,603030,FFF,2013J,96,6,14,16.0,0,M,Wales,HE Qualification,9.0,0-35,0,60,N,Fail,-53.0,,0,0,0,58.0,32.0,84.0,36.78125,2.0,0.0
15969,603034,DDD,2013J,130,10,11,13.0,3,M,South East Region,HE Qualification,8.0,0-35,0,60,N,Pass,-42.0,,0,0,0,89.0,60.0,99.0,13.4375,7.0,0.0
15970,603035,BBB,2013J,3,1,4,3.0,10,F,Yorkshire Region,Lower Than A Level,6.0,35-55,0,60,N,Pass,-49.0,,0,0,0,74.8125,60.0,100.0,14.171875,11.0,0.0
15971,603036,BBB,2013J,77,4,14,19.25,0,F,Wales,HE Qualification,2.0,0-35,0,120,N,Pass,-53.0,,0,0,0,88.4375,80.0,100.0,7.953125,11.0,0.0
15972,603038,BBB,2013J,21,1,14,21.0,0,F,Wales,HE Qualification,2.0,35-55,0,120,N,Pass,-53.0,,0,0,0,79.0,68.0,89.0,5.3632812,9.0,0.0
15973,603049,CCC,2014J,9,1,11,9.0,3,M,Scotland,HE Qualification,4.0,0-35,0,60,N,Pass,-21.0,,1,0,0,74.3125,38.0,95.0,21.359375,13.0,0.0
15974,603049,DDD,2013J,22,6,11,3.6660156,3,M,Scotland,HE Qualification,4.0,0-35,0,60,N,Pass,-37.0,,0,0,0,74.3125,38.0,95.0,21.359375,13.0,0.0
15975,603055,BBB,2014J,29,2,12,14.5,2,F,Wales,A Level or Equivalent,6.0,35-55,0,60,N,Pass,-38.0,,0,0,0,73.375,64.0,100.0,15.453125,5.0,0.0
15976,603059,FFF,2013J,308,12,13,25.671875,1,M,Ireland,Lower Than A Level,,0-35,0,120,N,Distinction,-27.0,,1,0,0,90.6875,74.0,100.0,8.734375,12.0,0.0
15977,603061,BBB,2014B,42,5,6,8.3984375,8,F,Ireland,Lower Than A Level,6.0,35-55,0,60,N,Withdrawn,-103.0,174.0,0,277,1,87.25,73.0,100.0,14.7734375,4.0,0.0
15978,603064,GGG,2014B,16,3,7,5.3320312,7,F,East Midlands Region,Lower Than A Level,2.0,35-55,0,30,Y,Fail,-100.0,,0,0,0,83.3125,55.0,100.0,17.5,9.0,0.0
15979,603108,EEE,2014J,227,12,14,18.921875,0,M,East Anglian Region,A Level or Equivalent,9.0,0-35,0,120,N,Pass,-80.0,,0,0,0,81.75,78.0,89.0,5.1875,4.0,0.0
15980,603111,FFF,2013J,575,16,10,35.9375,4,F,West Midlands Region,A Level or Equivalent,9.0,0-35,0,120,N,Withdrawn,-29.0,93.0,1,122,1,68.4375,38.0,80.0,11.4609375,15.0,0.26660156
15981,603111,FFF,2014B,75,8,12,9.375,2,F,West Midlands Region,A Level or Equivalent,9.0,0-35,1,120,N,Pass,-23.0,,1,0,0,68.4375,38.0,80.0,11.4609375,15.0,0.26660156
15982,603112,BBB,2014B,48,4,14,12.0,0,F,South Region,Lower Than A Level,6.0,0-35,0,120,N,Pass,-53.0,,0,0,0,87.25,75.0,100.0,9.359375,8.0,0.0
15983,603113,BBB,2013J,7,1,9,7.0,5,F,South East Region,A Level or Equivalent,2.0,0-35,0,120,Y,Withdrawn,-53.0,3.0,0,56,1,65.0,1.0,96.0,38.4375,5.0,0.0
15984,603113,BBB,2014J,70,4,11,17.5,3,F,South East Region,A Level or Equivalent,2.0,0-35,1,60,Y,Pass,-65.0,,0,0,0,65.0,1.0,96.0,38.4375,5.0,0.0
15985,603123,BBB,2013J,4,1,2,4.0,12,F,South East Region,A Level or Equivalent,10.0,0-35,0,60,N,Pass,-36.0,,0,0,0,80.25,62.0,100.0,13.359375,8.0,0.0
15986,603129,CCC,2014J,4,2,7,2.0,7,M,South Region,A Level or Equivalent,6.0,0-35,0,60,N,Pass,-63.0,,0,0,0,80.625,67.0,96.0,10.921875,5.0,0.0
15987,603148,FFF,2013J,24,8,14,3.0,0,M,London Region,Lower Than A Level,2.0,0-35,0,120,N,Withdrawn,-53.0,47.0,0,100,1,68.0,68.0,68.0,,1.0,0.0
15988,603155,FFF,2013J,277,15,12,18.46875,2,M,Scotland,Lower Than A Level,5.0,0-35,0,60,N,Pass,-38.0,,0,0,0,70.9375,55.0,84.0,9.578125,12.0,0.0
15989,603163,FFF,2014B,209,14,14,14.9296875,0,M,Ireland,Lower Than A Level,1.0,0-35,0,60,N,Pass,-89.0,,0,0,0,81.5625,70.0,94.0,7.9023438,12.0,0.0
15990,603164,GGG,2013J,130,11,6,11.8203125,8,F,London Region,A Level or Equivalent,7.0,35-55,0,30,N,Pass,-42.0,,0,0,0,85.4375,55.0,100.0,16.109375,9.0,0.0
15991,603165,BBB,2013J,14,1,10,14.0,4,F,Wales,HE Qualification,5.0,35-55,0,60,N,Distinction,-35.0,,0,0,0,94.5,85.0,100.0,6.4335938,10.0,0.0
15992,603170,FFF,2013J,266,19,12,14.0,2,M,London Region,Lower Than A Level,5.0,0-35,0,90,N,Distinction,-52.0,,0,0,0,89.1875,80.0,100.0,6.3515625,12.0,0.0
15993,603179,CCC,2014J,230,4,14,57.5,0,M,South East Region,Lower Than A Level,5.0,35-55,1,60,N,Pass,-20.0,,1,0,0,63.125,44.0,81.0,13.6875,8.0,0.0
15994,603179,EEE,2014J,38,3,14,12.6640625,0,M,South East Region,Lower Than A Level,5.0,35-55,2,60,N,Pass,-20.0,,1,0,0,63.125,44.0,81.0,13.6875,8.0,0.0
15995,603199,FFF,2013J,1003,22,14,45.59375,0,M,North Western Region,Lower Than A Level,8.0,35-55,0,90,N,Withdrawn,-25.0,135.0,1,160,1,62.84375,46.0,76.0,10.5078125,7.0,0.0
15996,603200,BBB,2014J,35,5,12,7.0,2,F,East Anglian Region,Lower Than A Level,4.0,0-35,0,60,N,Pass,-85.0,,0,0,0,59.8125,1.0,80.0,33.15625,5.0,0.0
15997,603201,DDD,2013J,53,1,-6,53.0,20,M,Ireland,A Level or Equivalent,,35-55,0,60,N,Withdrawn,-59.0,-3.0,0,56,1,,,,,,
15998,603216,FFF,2013J,80,14,10,5.7148438,4,M,North Region,A Level or Equivalent,6.0,0-35,0,120,N,Fail,-28.0,,1,0,0,51.0,28.0,74.0,32.53125,2.0,0.0
15999,603220,FFF,2013J,173,12,14,14.4140625,0,M,East Midlands Region,Lower Than A Level,3.0,0-35,0,120,N,Fail,-52.0,,0,0,0,74.0,74.0,74.0,,1.0,0.0
16000,603222,CCC,2014B,3,1,4,3.0,10,M,West Midlands Region,Lower Than A Level,7.0,0-35,0,60,N,Fail,-171.0,,0,0,0,71.5,30.0,95.0,25.84375,6.0,0.0
16001,603222,EEE,2013J,49,2,13,24.5,1,M,West Midlands Region,Lower Than A Level,7.0,0-35,0,60,N,Pass,-52.0,,0,0,0,71.5,30.0,95.0,25.84375,6.0,0.0
16002,603224,DDD,2014J,1111,34,14,32.6875,0,F,South Region,A Level or Equivalent,10.0,35-55,0,60,N,Pass,-35.0,,0,0,0,91.6875,78.0,100.0,8.734375,6.0,0.0
16003,603230,GGG,2013J,3,1,-4,3.0,18,F,South Region,A Level or Equivalent,2.0,0-35,0,30,N,Pass,-37.0,,0,0,0,84.3125,45.0,100.0,19.671875,7.0,0.0
16004,603231,FFF,2013J,778,21,14,37.0625,0,M,Scotland,HE Qualification,7.0,0-35,0,60,N,Pass,-45.0,,0,0,0,83.5625,58.0,92.0,8.9609375,12.0,0.0
16005,603260,FFF,2013J,237,10,7,23.703125,7,F,South West Region,Lower Than A Level,10.0,0-35,0,60,N,Withdrawn,-50.0,103.0,0,153,1,80.0,68.0,92.0,16.96875,2.0,0.0
16006,603265,BBB,2013J,7,1,-6,7.0,20,F,Scotland,A Level or Equivalent,6.0,0-35,0,60,N,Fail,-28.0,,1,0,0,72.1875,60.0,80.0,7.6289062,5.0,0.0
16007,603270,BBB,2013J,72,7,12,10.2890625,2,F,South West Region,A Level or Equivalent,2.0,0-35,0,60,N,Fail,-52.0,,0,0,0,79.5,42.0,100.0,22.578125,10.0,0.0
16008,603287,BBB,2013J,29,3,-4,9.6640625,18,F,East Midlands Region,A Level or Equivalent,10.0,0-35,0,60,N,Pass,-46.0,,0,0,0,78.625,63.0,100.0,14.8515625,11.0,0.0
16009,603300,FFF,2013J,508,15,14,33.875,0,M,North Region,A Level or Equivalent,2.0,0-35,0,60,N,Pass,-22.0,,1,0,0,81.0625,65.0,90.0,7.7382812,12.0,0.0
16010,603302,CCC,2014J,337,13,13,25.921875,1,M,South West Region,A Level or Equivalent,3.0,0-35,0,90,Y,Withdrawn,-107.0,94.0,0,201,1,80.875,54.0,98.0,15.203125,9.0,0.111083984
16011,603302,DDD,2013J,361,25,14,14.4375,0,M,South West Region,A Level or Equivalent,3.0,0-35,0,120,Y,Withdrawn,-57.0,60.0,0,117,1,80.875,54.0,98.0,15.203125,9.0,0.111083984
16012,603302,DDD,2014B,107,15,14,7.1328125,0,M,South West Region,A Level or Equivalent,3.0,0-35,1,120,Y,Distinction,-40.0,,0,0,0,80.875,54.0,98.0,15.203125,9.0,0.111083984
16013,603303,DDD,2014J,199,19,12,10.4765625,2,M,North Region,A Level or Equivalent,,0-35,0,120,N,Distinction,-30.0,,0,0,0,69.3125,6.0,96.0,29.171875,7.0,0.0
16014,603309,EEE,2013J,186,10,11,18.59375,3,M,South West Region,A Level or Equivalent,9.0,0-35,0,60,N,Pass,-51.0,,0,0,0,83.75,76.0,89.0,6.0195312,4.0,0.0
16015,603319,FFF,2014B,306,13,12,23.53125,2,M,North Region,HE Qualification,,0-35,0,60,N,Withdrawn,-151.0,143.0,0,294,1,71.0,60.0,82.0,15.5546875,2.0,0.0
16016,603325,CCC,2014J,525,12,13,43.75,1,F,South East Region,A Level or Equivalent,4.0,0-35,0,60,Y,Distinction,-122.0,,0,0,0,93.1875,71.0,100.0,7.6171875,14.0,0.0
16017,603325,DDD,2013J,163,9,13,18.109375,1,F,South East Region,A Level or Equivalent,4.0,0-35,0,60,Y,Distinction,-57.0,,0,0,0,93.1875,71.0,100.0,7.6171875,14.0,0.0
16018,603327,FFF,2013J,869,17,13,51.125,1,M,Scotland,A Level or Equivalent,10.0,0-35,0,60,N,Pass,-36.0,,0,0,0,74.5,61.0,90.0,9.1875,12.0,0.0
16019,603328,GGG,2013J,1,1,13,1.0,1,F,London Region,Lower Than A Level,2.0,35-55,0,30,N,Pass,-35.0,,0,0,0,72.125,50.0,100.0,16.1875,8.0,0.0
16020,603341,FFF,2013J,94,6,9,15.6640625,5,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,-42.0,,0,0,0,72.6875,32.0,94.0,15.96875,12.0,0.0
16021,603357,EEE,2013J,109,7,9,15.5703125,5,M,South Region,Lower Than A Level,8.0,35-55,0,90,N,Withdrawn,-32.0,26.0,0,58,1,,,,,,
16022,603365,GGG,2013J,14,6,9,2.3339844,5,M,North Region,Lower Than A Level,2.0,0-35,0,30,N,Fail,-24.0,,1,0,0,80.0,80.0,80.0,,1.0,0.0
16023,603389,FFF,2013J,77,7,11,11.0,3,M,East Midlands Region,Lower Than A Level,3.0,0-35,0,60,N,Pass,-52.0,,0,0,0,82.9375,72.0,93.0,6.0390625,12.0,0.0
16024,603398,BBB,2013J,155,9,13,17.21875,1,F,Scotland,Lower Than A Level,5.0,35-55,0,60,N,Pass,-30.0,,0,0,0,84.25,60.0,100.0,13.9765625,9.0,0.0
16025,603406,DDD,2014J,68,10,14,6.8007812,0,M,North Western Region,Lower Than A Level,3.0,0-35,0,60,N,Pass,-30.0,,0,0,0,64.125,31.0,90.0,23.328125,7.0,0.0
16026,603410,DDD,2013J,209,11,11,19.0,3,M,London Region,A Level or Equivalent,3.0,0-35,0,60,N,Fail,-50.0,,0,0,0,73.5,64.0,85.0,9.109375,4.0,0.0
16027,603423,FFF,2013J,141,11,12,12.8203125,2,M,North Region,A Level or Equivalent,1.0,35-55,0,60,N,Withdrawn,-50.0,130.0,0,180,1,67.0,64.0,70.0,3.4648438,4.0,0.5
16028,603431,DDD,2013J,197,9,13,21.890625,1,M,East Midlands Region,A Level or Equivalent,1.0,0-35,0,60,Y,Pass,-53.0,,0,0,0,49.5625,8.0,77.0,24.703125,7.0,0.0
16029,603437,FFF,2013J,300,14,14,21.421875,0,M,London Region,Lower Than A Level,3.0,0-35,0,120,N,Pass,-51.0,,0,0,0,76.25,65.0,93.0,9.15625,12.0,0.0
16030,603440,BBB,2013J,124,5,12,24.796875,2,F,South Region,A Level or Equivalent,10.0,0-35,0,120,N,Pass,-52.0,,0,0,0,74.375,45.0,100.0,21.515625,10.0,0.0
16031,603446,BBB,2013J,224,9,13,24.890625,1,F,East Anglian Region,A Level or Equivalent,7.0,35-55,0,120,N,Pass,-52.0,,0,0,0,82.9375,57.0,100.0,14.609375,11.0,0.0
16032,603455,EEE,2013J,567,11,14,51.53125,0,M,Ireland,Lower Than A Level,4.0,35-55,0,60,N,Pass,-51.0,,0,0,0,91.75,88.0,94.0,2.6308594,4.0,0.0
16033,603469,DDD,2013J,177,11,10,16.09375,4,F,Wales,HE Qualification,7.0,0-35,0,180,N,Fail,-45.0,,0,0,0,42.71875,20.0,70.0,18.046875,7.0,0.0
16034,603477,CCC,2014B,221,11,13,20.09375,1,M,East Anglian Region,HE Qualification,8.0,0-35,0,60,N,Pass,-47.0,,0,0,0,67.125,40.0,92.0,15.609375,13.0,0.0
16035,603477,EEE,2013J,206,12,14,17.171875,0,M,East Anglian Region,HE Qualification,8.0,0-35,0,60,N,Pass,-25.0,,1,0,0,67.125,40.0,92.0,15.609375,13.0,0.0
16036,603490,DDD,2014J,94,8,1,11.75,13,F,East Midlands Region,A Level or Equivalent,3.0,0-35,0,120,N,Withdrawn,-67.0,12.0,0,79,1,,,,,,
16037,603493,DDD,2014J,183,10,10,18.296875,4,F,East Anglian Region,No Formal quals,7.0,0-35,0,60,N,Withdrawn,-71.0,149.0,0,220,1,69.5,58.0,75.0,8.0234375,4.0,0.0
16038,603498,CCC,2014B,1,1,9,1.0,5,M,Yorkshire Region,A Level or Equivalent,5.0,0-35,0,90,N,Fail,-123.0,,0,0,0,69.0,69.0,69.0,,3.0,0.0
16039,603498,DDD,2013J,296,21,14,14.09375,0,M,Yorkshire Region,A Level or Equivalent,5.0,0-35,0,90,N,Fail,-58.0,,0,0,0,69.0,69.0,69.0,,3.0,0.0
16040,603503,CCC,2014J,18,6,10,3.0,4,M,Yorkshire Region,A Level or Equivalent,5.0,0-35,0,30,N,Pass,-46.0,,0,0,0,82.875,65.0,94.0,7.734375,13.0,0.0
16041,603503,EEE,2013J,231,7,14,33.0,0,M,Yorkshire Region,A Level or Equivalent,5.0,0-35,0,30,N,Distinction,-46.0,,0,0,0,82.875,65.0,94.0,7.734375,13.0,0.0
16042,603513,DDD,2013J,130,8,12,16.25,2,F,South East Region,HE Qualification,4.0,0-35,0,60,N,Pass,-38.0,,0,0,0,88.125,56.0,97.0,14.3203125,7.0,0.0
16043,603529,CCC,2014J,3,1,-18,3.0,32,M,Scotland,A Level or Equivalent,6.0,0-35,0,90,N,Pass,-56.0,,0,0,0,77.3125,11.0,95.0,17.8125,21.0,0.0
16044,603529,FFF,2013J,258,10,14,25.796875,0,M,Scotland,A Level or Equivalent,6.0,0-35,0,60,N,Pass,-43.0,,0,0,0,77.3125,11.0,95.0,17.8125,21.0,0.0
16045,603531,EEE,2014B,178,3,9,59.34375,5,M,London Region,HE Qualification,8.0,35-55,0,60,N,Pass,-29.0,,1,0,0,85.3125,80.0,91.0,5.5078125,3.0,0.0
16046,603539,FFF,2014B,245,14,14,17.5,0,M,East Midlands Region,A Level or Equivalent,7.0,0-35,0,60,N,Pass,-129.0,,0,0,0,84.0,73.0,97.0,8.6875,12.0,0.0
16047,603543,BBB,2014B,25,2,6,12.5,8,F,East Midlands Region,Lower Than A Level,5.0,0-35,0,60,N,Fail,-82.0,,0,0,0,,,,,,
16048,603560,CCC,2014J,2277,14,13,162.625,1,F,South West Region,Lower Than A Level,10.0,0-35,0,30,N,Withdrawn,-45.0,55.0,0,100,1,89.0,89.0,89.0,,1.0,0.0
16049,603565,EEE,2013J,146,7,11,20.859375,3,M,South Region,Lower Than A Level,9.0,0-35,0,60,N,Withdrawn,-50.0,180.0,0,230,1,59.34375,51.0,70.0,9.7109375,3.0,0.0
16050,603576,FFF,2013J,248,10,12,24.796875,2,M,East Midlands Region,A Level or Equivalent,7.0,0-35,0,60,N,Pass,-51.0,,0,0,0,73.625,40.0,88.0,14.1484375,11.0,0.0
16051,603579,GGG,2013J,73,5,10,14.6015625,4,F,East Anglian Region,A Level or Equivalent,3.0,0-35,0,30,N,Pass,-38.0,,0,0,0,87.0,71.0,100.0,12.6484375,9.0,0.0
16052,603580,BBB,2014J,275,10,14,27.5,0,F,South East Region,Lower Than A Level,8.0,35-55,0,120,N,Pass,-17.0,,1,0,0,59.0,1.0,87.0,34.28125,5.0,0.0
16053,603585,GGG,2013J,105,5,14,21.0,0,M,West Midlands Region,Lower Than A Level,4.0,35-55,0,30,N,Fail,-22.0,,1,0,0,60.25,50.0,72.0,10.078125,4.0,0.0
16054,603597,FFF,2013J,155,9,14,17.21875,0,M,London Region,A Level or Equivalent,9.0,0-35,0,90,N,Pass,-31.0,,0,0,0,78.5,61.0,92.0,9.4140625,12.0,0.0
16055,603600,FFF,2013J,237,8,14,29.625,0,M,East Anglian Region,Lower Than A Level,5.0,0-35,0,60,N,Pass,-49.0,,0,0,0,87.1875,80.0,95.0,4.6484375,12.0,0.0
16056,603601,BBB,2013J,227,11,14,20.640625,0,F,South West Region,Lower Than A Level,3.0,35-55,0,60,N,Pass,-32.0,,0,0,0,81.625,63.0,100.0,15.2890625,11.0,0.0
16057,603611,FFF,2013J,214,11,13,19.453125,1,M,East Anglian Region,A Level or Equivalent,4.0,0-35,0,60,N,Pass,-51.0,,0,0,0,85.1875,65.0,99.0,11.3828125,12.0,0.0
16058,603612,GGG,2014B,85,7,13,12.140625,1,F,North Western Region,A Level or Equivalent,2.0,35-55,1,60,N,Fail,-8.0,,1,0,0,71.0,50.0,100.0,16.859375,9.0,0.0
16059,603620,CCC,2014J,44,6,13,7.3320312,1,F,London Region,A Level or Equivalent,5.0,0-35,0,60,N,Pass,-60.0,,0,0,0,83.125,66.0,96.0,11.171875,7.0,0.0
16060,603627,BBB,2013J,66,7,12,9.4296875,2,F,East Anglian Region,A Level or Equivalent,9.0,0-35,0,120,N,Distinction,-28.0,,1,0,0,90.375,74.0,100.0,9.953125,11.0,0.0
16061,603639,CCC,2014B,465,17,14,27.359375,0,M,North Western Region,A Level or Equivalent,6.0,0-35,0,60,N,Withdrawn,-80.0,123.0,0,203,1,85.375,50.0,97.0,14.90625,8.0,0.0
16062,603639,EEE,2013J,455,16,11,28.4375,3,M,North Western Region,A Level or Equivalent,6.0,0-35,0,60,N,Distinction,-51.0,,0,0,0,85.375,50.0,97.0,14.90625,8.0,0.0
16063,603648,FFF,2014J,218,11,14,19.8125,0,M,Scotland,HE Qualification,10.0,0-35,0,60,N,Pass,-17.0,,1,0,0,71.6875,53.0,84.0,9.8359375,12.0,0.0
16064,603651,FFF,2013J,487,28,14,17.390625,0,M,South Region,A Level or Equivalent,10.0,0-35,0,60,N,Distinction,-51.0,,0,0,0,91.1875,80.0,98.0,5.84375,12.0,0.0
16065,603661,BBB,2013J,131,6,9,21.828125,5,F,South Region,HE Qualification,9.0,35-55,0,60,N,Pass,-30.0,,0,0,0,93.375,83.0,100.0,6.59375,11.0,0.0
16066,603669,DDD,2013J,42,2,-4,21.0,18,M,East Anglian Region,A Level or Equivalent,8.0,0-35,0,120,N,Withdrawn,-57.0,25.0,0,82,1,,,,,,
16067,603684,DDD,2013J,5,1,9,5.0,5,M,North Western Region,Lower Than A Level,6.0,0-35,0,60,N,Withdrawn,-43.0,0.0,0,43,1,,,,,,
16068,603685,GGG,2013J,2,1,-5,2.0,19,F,East Anglian Region,Lower Than A Level,5.0,35-55,0,30,N,Pass,-58.0,,0,0,0,77.25,60.0,100.0,15.0234375,9.0,0.0
16069,603690,DDD,2014B,259,23,13,11.2578125,1,F,South Region,Lower Than A Level,5.0,0-35,0,120,N,Pass,-61.0,,0,0,0,76.1875,64.0,85.0,8.1796875,6.0,0.0
16070,603694,FFF,2014B,150,7,13,21.421875,1,M,North Western Region,A Level or Equivalent,5.0,0-35,0,60,N,Fail,-164.0,,0,0,0,70.5,53.0,81.0,8.625,12.0,0.0
16071,603700,EEE,2014J,4,4,7,1.0,7,M,Yorkshire Region,Lower Than A Level,2.0,0-35,0,60,N,Fail,-71.0,,0,0,0,,,,,,
16072,603726,DDD,2014J,64,5,7,12.796875,7,M,South West Region,A Level or Equivalent,8.0,0-35,0,60,N,Withdrawn,-36.0,12.0,0,48,1,50.0,40.0,60.0,14.140625,2.0,0.0
16073,603730,DDD,2013J,118,8,11,14.75,3,F,East Anglian Region,A Level or Equivalent,7.0,35-55,0,120,N,Fail,-58.0,,0,0,0,72.0,72.0,72.0,,1.0,0.0
16074,603731,BBB,2014J,96,5,9,19.203125,5,M,Scotland,A Level or Equivalent,1.0,0-35,0,60,N,Pass,-84.0,,0,0,0,54.0,1.0,70.0,29.71875,5.0,0.0
16075,603733,FFF,2013J,277,10,5,27.703125,9,M,West Midlands Region,A Level or Equivalent,10.0,0-35,0,60,N,Pass,-50.0,,0,0,0,84.75,73.0,100.0,7.8632812,12.0,0.0
16076,603739,BBB,2014B,165,6,12,27.5,2,F,South West Region,Lower Than A Level,3.0,0-35,0,60,N,Withdrawn,-81.0,151.0,0,232,1,76.0,59.0,100.0,21.375,3.0,0.0
16077,603740,GGG,2013J,12,3,11,4.0,3,F,North Western Region,Lower Than A Level,3.0,0-35,0,30,N,Fail,-39.0,,0,0,0,80.6875,55.0,100.0,16.6875,7.0,0.0
16078,603746,BBB,2014J,18,1,9,18.0,5,F,London Region,A Level or Equivalent,7.0,0-35,0,60,N,Pass,-122.0,,0,0,0,80.625,60.0,100.0,14.3828125,5.0,0.0
16079,603762,BBB,2014B,132,8,10,16.5,4,F,South East Region,A Level or Equivalent,6.0,0-35,0,60,N,Distinction,-164.0,,0,0,0,83.4375,78.0,100.0,6.171875,11.0,0.0
16080,603763,GGG,2013J,12,1,12,12.0,2,F,West Midlands Region,Lower Than A Level,2.0,0-35,0,30,Y,Pass,-22.0,,1,0,0,75.75,54.0,100.0,16.8125,9.0,0.0
16081,603791,CCC,2014B,17,2,7,8.5,7,M,Scotland,Lower Than A Level,3.0,0-35,0,120,N,Fail,-22.0,,1,0,0,,,,,,
16082,603791,EEE,2014B,76,2,4,38.0,10,M,Scotland,Lower Than A Level,3.0,0-35,0,120,N,Fail,-22.0,,1,0,0,,,,,,
16083,603803,DDD,2013J,409,19,14,21.53125,0,M,East Midlands Region,A Level or Equivalent,4.0,35-55,0,120,N,Withdrawn,-57.0,60.0,0,117,1,71.0,71.0,71.0,,1.0,0.0
16084,603818,BBB,2013J,66,6,14,11.0,0,F,South Region,Lower Than A Level,4.0,0-35,0,120,N,Withdrawn,-32.0,144.0,0,176,1,61.75,40.0,100.0,26.65625,4.0,0.0
16085,603819,FFF,2013J,145,6,12,24.171875,2,M,Scotland,A Level or Equivalent,9.0,0-35,0,60,N,Pass,-37.0,,0,0,0,85.1875,64.0,99.0,9.578125,12.0,0.0
16086,603827,GGG,2013J,99,6,1,16.5,13,F,London Region,Lower Than A Level,2.0,0-35,0,30,N,Fail,-37.0,,0,0,0,,,,,,
16087,603832,CCC,2014B,217,12,14,18.078125,0,M,South West Region,A Level or Equivalent,5.0,0-35,0,60,N,Withdrawn,-165.0,111.0,0,276,1,52.125,0.0,86.0,31.640625,8.0,0.0
16088,603832,EEE,2014B,58,10,13,5.8007812,1,M,South West Region,A Level or Equivalent,5.0,0-35,0,60,N,Pass,-165.0,,0,0,0,52.125,0.0,86.0,31.640625,8.0,0.0
16089,603834,AAA,2014J,54,4,9,13.5,5,F,Scotland,HE Qualification,6.0,0-35,0,90,N,Pass,-5.0,,1,0,0,61.8125,58.0,64.0,2.6835938,5.0,0.0
16090,603848,FFF,2013J,339,14,14,24.21875,0,M,Yorkshire Region,Lower Than A Level,1.0,35-55,0,120,Y,Withdrawn,-32.0,102.0,0,134,1,56.0625,20.0,74.0,16.265625,16.0,0.25
